WR,N,CrossSection
5000,3900,2.132e-05
5000,4000,1.829e-05
5000,4100,1.534e-05
5000,4200,1.263e-05
5000,4300,1.008e-05
5000,4400,7.817e-06
5000,4500,5.703e-06
5000,4600,3.888e-06
5000,4700,2.434e-06
5000,4800,1.323e-06
5000,4900,6.25e-07
5500,200,8.039e-08
5500,300,1.188e-05
5500,400,3.128e-05
5500,500,4.424e-05
5500,600,5.08e-05
5500,700,5.372e-05
5500,800,5.459e-05
5500,900,5.488e-05
5500,1000,5.384e-05
5500,1100,5.349e-05
5500,1200,5.171e-05
5500,1300,5.049e-05
5500,1400,4.942e-05
5500,1500,4.813e-05
5500,1600,4.643e-05
5500,1700,4.5e-05
5500,1800,4.447e-05
5500,1900,4.306e-05
5500,2000,4.102e-05
5500,2100,4.051e-05
5500,2200,3.887e-05
5500,2300,3.747e-05
5500,2400,3.637e-05
5500,2500,3.502e-05
5500,2600,3.363e-05
5500,2700,3.244e-05
5500,2800,3.132e-05
5500,2900,2.995e-05
5500,3000,2.869e-05
5500,3100,2.689e-05
5500,3200,2.549e-05
5500,3300,2.426e-05
5500,3400,2.26e-05
5500,3500,2.147e-05
5500,3600,2.014e-05
5500,3700,1.861e-05
5500,3800,1.703e-05
5500,3900,1.578e-05
5500,4000,1.436e-05
5500,4100,1.276e-05
5500,4200,1.144e-05
5500,4300,1.011e-05
5500,4400,8.702e-06
5500,4500,7.539e-06
5500,4600,6.309e-06
5500,4700,5.152e-06
5500,4800,4.084e-06
5500,4900,3.133e-06
5500,5000,2.284e-06
5500,5100,1.568e-06
5500,5200,9.925e-07
5500,5300,5.577e-07
5500,5400,2.707e-07
6000,200,4.889e-08
6000,300,7.12e-06
6000,400,1.863e-05
6000,500,2.578e-05
6000,600,2.943e-05
6000,700,3.099e-05
6000,800,3.123e-05
6000,900,3.056e-05
6000,1000,3.01e-05
6000,1100,2.913e-05
6000,1200,2.817e-05
6000,1300,2.728e-05
6000,1400,2.651e-05
6000,1500,2.604e-05
6000,1600,2.488e-05
6000,1700,2.397e-05
6000,1800,2.364e-05
6000,1900,2.272e-05
6000,2000,2.207e-05
6000,2100,2.128e-05
6000,2200,2.088e-05
6000,2300,2.031e-05
6000,2400,1.957e-05
6000,2500,1.923e-05
6000,2600,1.85e-05
6000,2700,1.783e-05
6000,2800,1.722e-05
6000,2900,1.658e-05
6000,3000,1.612e-05
6000,3100,1.546e-05
6000,3200,1.475e-05
6000,3300,1.414e-05
6000,3400,1.344e-05
6000,3500,1.285e-05
6000,3600,1.231e-05
6000,3700,1.151e-05
6000,3800,1.085e-05
6000,3900,1.019e-05
6000,4000,9.508e-06
6000,4100,8.933e-06
6000,4200,8.163e-06
6000,4300,7.589e-06
6000,4400,6.893e-06
6000,4500,6.334e-06
6000,4600,5.639e-06
6000,4700,5.038e-06
6000,4800,4.387e-06
6000,4900,3.801e-06
6000,5000,3.252e-06
6000,5100,2.735e-06
6000,5200,2.216e-06
6000,5300,1.761e-06
6000,5400,1.334e-06
6000,5500,9.815e-07
6000,5600,6.757e-07
6000,5700,4.242e-07
6000,5800,2.416e-07
6000,5900,1.227e-07
6500,200,3.131e-08
6500,300,4.538e-06
6500,400,1.157e-05
6500,500,1.58e-05
6500,600,1.78e-05
6500,700,1.824e-05
6500,800,1.82e-05
6500,900,1.78e-05
6500,1000,1.709e-05
6500,1100,1.65e-05
6500,1200,1.593e-05
6500,1300,1.527e-05
6500,1400,1.469e-05
6500,1500,1.433e-05
6500,1600,1.39e-05
6500,1700,1.325e-05
6500,1800,1.277e-05
6500,1900,1.244e-05
6500,2000,1.217e-05
6500,2100,1.166e-05
6500,2200,1.13e-05
6500,2300,1.107e-05
6500,2400,1.082e-05
6500,2500,1.041e-05
6500,2600,1.01e-05
6500,2700,9.667e-06
6500,2800,9.574e-06
6500,2900,9.244e-06
6500,3000,8.963e-06
6500,3100,8.602e-06
6500,3200,8.319e-06
6500,3300,7.99e-06
6500,3400,7.752e-06
6500,3500,7.469e-06
6500,3600,7.099e-06
6500,3700,6.805e-06
6500,3800,6.498e-06
6500,3900,6.169e-06
6500,4000,5.927e-06
6500,4100,5.572e-06
6500,4200,5.283e-06
6500,4300,4.942e-06
6500,4400,4.637e-06
6500,4500,4.309e-06
6500,4600,4.103e-06
6500,4700,3.693e-06
6500,4800,3.395e-06
6500,4900,3.096e-06
6500,5000,2.78e-06
6500,5100,2.555e-06
6500,5200,2.224e-06
6500,5300,1.978e-06
6500,5400,1.684e-06
6500,5500,1.422e-06
6500,5600,1.183e-06
6500,5700,9.622e-07
6500,5800,7.762e-07
6500,5900,5.868e-07
6500,6000,4.275e-07
6500,6100,2.965e-07
6500,6200,1.831e-07
6500,6300,1.05e-07
6500,6400,5.329e-08
